unknown_ratio,sample_length,repeat,estimate,range_low,range_high,confidence,sample_size,evaluation_source
0.3,300,37,9702,9681,9702,0.898,300,evaluation_wordlist.csv
0.3,300,38,10010,9944,10010,0.894,300,evaluation_wordlist.csv
0.3,300,39,10199,10042,10199,0.886,300,evaluation_wordlist.csv
0.3,300,40,10850,10446,10850,0.866,300,evaluation_wordlist.csv
0.3,300,41,10538,10508,10538,0.897,300,evaluation_wordlist.csv
0.3,300,42,10003,9848,10003,0.886,300,evaluation_wordlist.csv
0.3,300,43,10541,10298,10541,0.879,300,evaluation_wordlist.csv
0.3,300,44,10993,10918,10993,0.894,300,evaluation_wordlist.csv
0.3,300,45,10783,10534,10783,0.879,300,evaluation_wordlist.csv
0.3,300,46,10315,10170,10315,0.887,300,evaluation_wordlist.csv
0.3,300,47,10608,10596,10608,0.899,300,evaluation_wordlist.csv
0.3,300,48,10587,10471,10587,0.89,300,evaluation_wordlist.csv
0.3,300,49,9874,9739,9874,0.888,300,evaluation_wordlist.csv
0.3,300,50,9563,9456,9563,0.89,300,evaluation_wordlist.csv
0.3,300,51,9897,9761,9897,0.888,300,evaluation_wordlist.csv
0.3,300,52,10384,10284,10384,0.891,300,evaluation_wordlist.csv
0.3,300,53,9878,9836,9878,0.896,300,evaluation_wordlist.csv
0.3,300,54,9692,9373,9692,0.87,300,evaluation_wordlist.csv
0.3,300,55,10051,9899,10051,0.886,300,evaluation_wordlist.csv
0.3,300,56,10542,10458,10542,0.893,300,evaluation_wordlist.csv
0.3,300,57,10642,10234,10642,0.865,300,evaluation_wordlist.csv
0.3,300,58,10219,10002,10219,0.881,300,evaluation_wordlist.csv
0.3,300,59,10084,9920,10084,0.885,300,evaluation_wordlist.csv
0.3,300,60,10601,10513,10601,0.893,300,evaluation_wordlist.csv
0.3,300,61,10291,10134,10291,0.886,300,evaluation_wordlist.csv
0.3,300,62,9969,9949,9969,0.898,300,evaluation_wordlist.csv
0.3,300,63,10482,10447,10482,0.897,300,evaluation_wordlist.csv
0.3,300,64,10227,10137,10227,0.892,300,evaluation_wordlist.csv
0.3,300,65,10622,10570,10622,0.896,300,evaluation_wordlist.csv
0.3,300,66,10711,10622,10711,0.893,300,evaluation_wordlist.csv
0.3,300,67,9989,9761,9989,0.879,300,evaluation_wordlist.csv
0.3,300,68,10168,10113,10168,0.895,300,evaluation_wordlist.csv
0.3,300,69,10276,10184,10276,0.892,300,evaluation_wordlist.csv
0.3,300,70,10104,10055,10104,0.896,300,evaluation_wordlist.csv
0.3,300,71,11077,10788,11077,0.877,300,evaluation_wordlist.csv
0.3,300,72,10448,10389,10448,0.895,300,evaluation_wordlist.csv
0.3,300,73,10157,10054,10157,0.891,300,evaluation_wordlist.csv
0.3,300,74,9759,9504,9759,0.876,300,evaluation_wordlist.csv
0.3,300,75,10613,10526,10613,0.893,300,evaluation_wordlist.csv
0.3,300,76,10007,9875,10007,0.888,300,evaluation_wordlist.csv
0.3,300,77,10480,10166,10480,0.873,300,evaluation_wordlist.csv
0.3,300,78,10273,10263,10273,0.899,300,evaluation_wordlist.csv
0.3,300,79,10415,10210,10415,0.882,300,evaluation_wordlist.csv
0.3,300,80,10496,10378,10496,0.89,300,evaluation_wordlist.csv
0.3,300,81,9939,9838,9939,0.891,300,evaluation_wordlist.csv
0.3,300,82,10776,10574,10776,0.883,300,evaluation_wordlist.csv
0.3,300,83,11063,11051,11063,0.899,300,evaluation_wordlist.csv
0.3,300,84,10097,9793,10097,0.873,300,evaluation_wordlist.csv
0.3,300,85,11108,10949,11108,0.887,300,evaluation_wordlist.csv
0.3,300,86,10503,10205,10503,0.874,300,evaluation_wordlist.csv
0.3,300,87,10632,10592,10632,0.897,300,evaluation_wordlist.csv
0.3,300,88,11289,11273,11289,0.899,300,evaluation_wordlist.csv
0.3,300,89,10076,9764,10076,0.872,300,evaluation_wordlist.csv
0.3,300,90,9907,9719,9907,0.883,300,evaluation_wordlist.csv
0.3,300,91,10306,10158,10306,0.887,300,evaluation_wordlist.csv
0.3,300,92,10580,10350,10580,0.88,300,evaluation_wordlist.csv
0.3,300,93,10672,10587,10672,0.893,300,evaluation_wordlist.csv
0.3,300,94,10829,10639,10829,0.884,300,evaluation_wordlist.csv
0.3,300,95,10013,9916,10013,0.891,300,evaluation_wordlist.csv
0.3,300,96,9762,9693,9762,0.894,300,evaluation_wordlist.csv
0.3,300,97,10553,10224,10553,0.872,300,evaluation_wordlist.csv
0.3,300,98,9532,9438,9532,0.891,300,evaluation_wordlist.csv
0.3,300,99,10433,10372,10433,0.895,300,evaluation_wordlist.csv
0.3,300,100,10160,10130,10160,0.897,300,evaluation_wordlist.csv
0.3,400,1,9786,9709,9786,0.893,400,evaluation_wordlist.csv
0.3,400,2,10441,10340,10441,0.891,400,evaluation_wordlist.csv
0.3,400,3,9952,9831,9952,0.889,400,evaluation_wordlist.csv
0.3,400,4,10548,10478,10548,0.894,400,evaluation_wordlist.csv
0.3,400,5,10287,10114,10287,0.885,400,evaluation_wordlist.csv
0.3,400,6,9729,9616,9729,0.89,400,evaluation_wordlist.csv
0.3,400,7,10645,10600,10645,0.896,400,evaluation_wordlist.csv
0.3,400,8,10825,10772,10825,0.896,400,evaluation_wordlist.csv
0.3,400,9,9715,9569,9715,0.886,400,evaluation_wordlist.csv
0.3,400,10,9788,9680,9788,0.89,400,evaluation_wordlist.csv
0.3,400,11,10370,10274,10370,0.892,400,evaluation_wordlist.csv
0.3,400,12,10263,10201,10263,0.895,400,evaluation_wordlist.csv
0.3,400,13,10641,10441,10641,0.883,400,evaluation_wordlist.csv
0.3,400,14,10562,10482,10562,0.893,400,evaluation_wordlist.csv
0.3,400,15,10099,9951,10099,0.887,400,evaluation_wordlist.csv
0.3,400,16,10156,9921,10156,0.879,400,evaluation_wordlist.csv
0.3,400,17,10918,10837,10918,0.893,400,evaluation_wordlist.csv
0.3,400,18,10151,9999,10151,0.887,400,evaluation_wordlist.csv
0.3,400,19,10080,9994,10080,0.892,400,evaluation_wordlist.csv
0.3,400,20,10387,10259,10387,0.889,400,evaluation_wordlist.csv
0.3,400,21,10516,10428,10516,0.892,400,evaluation_wordlist.csv
0.3,400,22,10688,10650,10688,0.897,400,evaluation_wordlist.csv
0.3,400,23,10620,10522,10620,0.892,400,evaluation_wordlist.csv
0.3,400,24,9451,9420,9451,0.897,400,evaluation_wordlist.csv
0.3,400,25,10288,10214,10288,0.894,400,evaluation_wordlist.csv
0.3,400,26,10429,10281,10429,0.887,400,evaluation_wordlist.csv
0.3,400,27,10421,10262,10421,0.886,400,evaluation_wordlist.csv
0.3,400,28,10279,10264,10279,0.899,400,evaluation_wordlist.csv
0.3,400,29,10345,10145,10345,0.883,400,evaluation_wordlist.csv
0.3,400,30,9981,9894,9981,0.892,400,evaluation_wordlist.csv
0.3,400,31,10337,10178,10337,0.886,400,evaluation_wordlist.csv
0.3,400,32,10559,10420,10559,0.888,400,evaluation_wordlist.csv
0.3,400,33,9845,9629,9845,0.88,400,evaluation_wordlist.csv
0.3,400,34,9839,9680,9839,0.885,400,evaluation_wordlist.csv
0.3,400,35,10704,10602,10704,0.891,400,evaluation_wordlist.csv
0.3,400,36,10001,9900,10001,0.891,400,evaluation_wordlist.csv
0.3,400,37,9636,9553,9636,0.892,400,evaluation_wordlist.csv
0.3,400,38,9940,9760,9940,0.884,400,evaluation_wordlist.csv
0.3,400,39,10390,10255,10390,0.888,400,evaluation_wordlist.csv
0.3,400,40,10371,10252,10371,0.89,400,evaluation_wordlist.csv
0.3,400,41,9906,9878,9906,0.897,400,evaluation_wordlist.csv
0.3,400,42,10011,9889,10011,0.889,400,evaluation_wordlist.csv
0.3,400,43,10343,10203,10343,0.888,400,evaluation_wordlist.csv
0.3,400,44,10147,10114,10147,0.897,400,evaluation_wordlist.csv
0.3,400,45,10733,10651,10733,0.893,400,evaluation_wordlist.csv
0.3,400,46,10571,10342,10571,0.881,400,evaluation_wordlist.csv
0.3,400,47,10653,10470,10653,0.885,400,evaluation_wordlist.csv
0.3,400,48,10106,10062,10106,0.896,400,evaluation_wordlist.csv
0.3,400,49,10319,10235,10319,0.893,400,evaluation_wordlist.csv
0.3,400,50,10319,10226,10319,0.892,400,evaluation_wordlist.csv
0.3,400,51,10408,10383,10408,0.898,400,evaluation_wordlist.csv
0.3,400,52,10674,10644,10674,0.897,400,evaluation_wordlist.csv
0.3,400,53,10626,10520,10626,0.891,400,evaluation_wordlist.csv
0.3,400,54,10600,10559,10600,0.897,400,evaluation_wordlist.csv
0.3,400,55,10418,10252,10418,0.886,400,evaluation_wordlist.csv
0.3,400,56,10747,10695,10747,0.896,400,evaluation_wordlist.csv
0.3,400,57,10914,10755,10914,0.887,400,evaluation_wordlist.csv
0.3,400,58,10141,10089,10141,0.895,400,evaluation_wordlist.csv
0.3,400,59,10340,10132,10340,0.882,400,evaluation_wordlist.csv
0.3,400,60,10113,10104,10113,0.899,400,evaluation_wordlist.csv
0.3,400,61,10123,10000,10123,0.889,400,evaluation_wordlist.csv
0.3,400,62,10397,10222,10397,0.885,400,evaluation_wordlist.csv
0.3,400,63,10013,9953,10013,0.895,400,evaluation_wordlist.csv
0.3,400,64,10341,10220,10341,0.889,400,evaluation_wordlist.csv
0.3,400,65,9632,9528,9632,0.89,400,evaluation_wordlist.csv
0.3,400,66,10041,9840,10041,0.882,400,evaluation_wordlist.csv
0.3,400,67,11133,10865,11133,0.878,400,evaluation_wordlist.csv
0.3,400,68,9823,9779,9823,0.896,400,evaluation_wordlist.csv
0.3,400,69,10390,10294,10390,0.892,400,evaluation_wordlist.csv
0.3,400,70,10196,10117,10196,0.893,400,evaluation_wordlist.csv
0.3,400,71,10776,10632,10776,0.888,400,evaluation_wordlist.csv
0.3,400,72,9938,9920,9938,0.898,400,evaluation_wordlist.csv
0.3,400,73,9818,9776,9818,0.896,400,evaluation_wordlist.csv
0.3,400,74,10430,10383,10430,0.896,400,evaluation_wordlist.csv
0.3,400,75,9719,9535,9719,0.883,400,evaluation_wordlist.csv
0.3,400,76,10173,10032,10173,0.888,400,evaluation_wordlist.csv
0.3,400,77,10611,10522,10611,0.892,400,evaluation_wordlist.csv
0.3,400,78,10076,10015,10076,0.895,400,evaluation_wordlist.csv
0.3,400,79,10116,10084,10116,0.897,400,evaluation_wordlist.csv
0.3,400,80,9992,9905,9992,0.892,400,evaluation_wordlist.csv
0.3,400,81,10491,10468,10491,0.898,400,evaluation_wordlist.csv
0.3,400,82,10169,10143,10169,0.898,400,evaluation_wordlist.csv
0.3,400,83,10181,10046,10181,0.888,400,evaluation_wordlist.csv
0.3,400,84,9925,9796,9925,0.888,400,evaluation_wordlist.csv
0.3,400,85,10087,9994,10087,0.892,400,evaluation_wordlist.csv
0.3,400,86,10033,9962,10033,0.894,400,evaluation_wordlist.csv
0.3,400,87,10578,10544,10578,0.897,400,evaluation_wordlist.csv
0.3,400,88,9664,9581,9664,0.892,400,evaluation_wordlist.csv
0.3,400,89,10525,10358,10525,0.886,400,evaluation_wordlist.csv
0.3,400,90,10428,10245,10428,0.884,400,evaluation_wordlist.csv
0.3,400,91,10709,10566,10709,0.888,400,evaluation_wordlist.csv
0.3,400,92,10075,10051,10075,0.898,400,evaluation_wordlist.csv
0.3,400,93,10164,10089,10164,0.893,400,evaluation_wordlist.csv
0.3,400,94,10378,10338,10378,0.897,400,evaluation_wordlist.csv
0.3,400,95,10112,9913,10112,0.882,400,evaluation_wordlist.csv
0.3,400,96,9878,9845,9878,0.897,400,evaluation_wordlist.csv
0.3,400,97,10805,10634,10805,0.886,400,evaluation_wordlist.csv
0.3,400,98,9771,9537,9771,0.878,400,evaluation_wordlist.csv
0.3,400,99,10618,10557,10618,0.895,400,evaluation_wordlist.csv
0.3,400,100,10989,10962,10989,0.898,400,evaluation_wordlist.csv
